angular	'xNgjǔlq	с острыми углами; угловатый; нескладный	an angular figure; an angular youth; an angular face	угловатая фигура; нескладный молодой человек; скуластое лицо
animal	'xnIml	животное; животный		
animated	'xnImeItId	оживлённый		
animated cartoon	.xnImeItIdkq'tu:n	мультипликация		
animation	.xnI'meISn	оживление; живость; мультипликация	to be full of animation	находиться в оживлённом состоянии
animosity	.xnI'mPsqtI	вражда; ненависть	racial/religious animosity; to feel animosity towards	
ankle	'xNkl	лодыжка	to sprain one's ankle	растянуть лодыжку
annals	'xnlz	летопись; анналы	the annals of human history; to enter the annals	анналы истории человечества; войти в историю
annex	'xnqks	аннексировать; присоединять; пристройка	to annex a country/an area of land; an annex to a hotel	аннексировать страну/территорию; флигель гостиницы
annexe		пристройка	an annexe to a hotel	флигель гостиницы
annihilate	q'naIqleIt	полностью уничтожить	to annihilate the enemy army; his arguments were annihilated	уничтожить армию противника; его аргументы были разбиты
annihilation	q.naIq'leISn	полное уничтожение	annihilation by nuclear weapons	уничтожение ядерным оружием
anniversary	.xnI'vx:sqrI	годовщина		
annotate	'xnqǔteIt	снабжать примечаниями	an annotated text/version	текст/вариант с примечаниями
annotation	.xnqǔ'teISn	примечание	to make annotations on a text	делать примечания к тексту
announce	q'naǔns	объявлять; сообщать		
announcement	q'naǔnsmqnt	объявление; сообщение		
announcer	q'naǔnsq	диктор	a radio/television announcer	диктор радио/телевидения
annoy	q'nOI	раздражать; надоедать		
annoyance	q'nOIqns	раздражение; досада		
annual	'xnjǔql	однолетнее растение; ежегодное издание; ежегодный; годовой		
annul	q'nAl	отменять; объявлять недействительным; аннулировать		
anonymous	q'nPnImqs	анонимный		
another	q'nADq	другой; ещё один; второй; другой		
answer	'ã:nsq	ответ; отвечать; соответствовать; удовлетворять; оправдывать		
to answer back		дерзить; отвечать невежливо		
to answer for		отвечать; ручаться	he's got a lot to answer for!; to answer for smb's honesty	
to answer to		откликаться		отзываться на кличку; собака отзывается на кличку Пилот
ant	xnt	муравей		
antagonism	xn'txgqnIzqm	вражда; антагонизм		
Antarctic	xn'tã:ktIk	Антарктика; антарктический	the Antarctic Circle	Южный полярный круг
antenna	.xn'tenq	щупальце; усик	a television antenna	телевизионная антенна
antennae	xn'teni:	antenna 1		
anthem	'xnTqm	гимн	a national anthem; to strike up/to play the national anthem	государственный гимн; заиграть/играть государственный гимн
anthill	'xnthIl	муравейник		
